Book Title,Final Answer
천연발효 유럽빵의 이론과 실습,"책 제목 : 천연발효 유럽빵의 이론과 실습
저자 : 이노운, 김창석, 이지선
출판사 : 씨마스21
출판일 : 2025년 01월 20일
ISBN : 9791198347046
설명 : 이 책은 천연효모의 종균을 제조하고 유지 관리하는 방법을 학습하는 것에 중점을 두어 제I부에서는 천연 발효 유럽빵의 이론을 제II부에서는 천연발효 유럽빵의 실습으로 크게 이론과 실습, 두 개의 영역으로 나누어 구성하였습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5201382/52013829622.20241220071428.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52013829622"
2025 완전정복 공조냉동기계기능사 산업기사 실기,"책 제목 : 2025 완전정복 공조냉동기계기능사·산업기사 실기 
저자 : 안동칠^장영오^오기성 
출판사 : 구민사 
출판일 : 20250120 
ISBN : 9791168754478 
설명 : 최근 국가 발전을 위한 주요 정책의 일환으로 건물에너지 효율화에 관한 고도의 기술이 요구되는 이때에 건물의 냉·난방에 필수자격인 공조냉동기계기능사·산업기사가 절실히 요구되고 있는 실정이다. 이에 본서는 시대의 상황에 발맞추어 전문적인 공조냉동기계기능사·산업기사의 배출을 위한 정보를 철저히 파악하고, 국가기능검정에 출제될 문제를 철저히 분석하였다. 수험생 여러분이 짧은 시간 내에 쉽게 자격증을 취득할 수 있도록 각 장을 정리하였으며, 스스로 독학을 할 수 있게끔 이해식의 방법으로 문제를 정리하여 수록하였다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5201576/52015765632.20241221071918.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52015765632"
2025 자동차정비산업기사 필기,"책 제목 : 2025 자동차정비산업기사 필기
저자 : 소철호
출판사 : 책과상상
출판일 : 2025년 01월 20일
ISBN : 9791169672160
설명 : 본 수험서는 한국산업인력공단이 주관 및 시행하고 있는 자동차정비산업기사 자격시험에 보다 쉽고 빠르게 대비할 수 있도록 다음과 같은 내용을 특징으로 구성하였다. 친환경 자동차정비 과목이 추가되어 개편된 새로운 출제기준과 관련 법규에 따라 과목별 이론을 풍부한 일러스트 및 그림 자료와 함께 서술하였다. 한국산업인력공단의 기출문제 및 출제경향을 토대로 과목별 적중예상문제를 상세한 해설과 함께 수록하였다. 자동차 엔진정비, 섀시정비 및 전기·전자장치정비 과목은 변경 이전의 과목인 자동차 엔진, 섀시, 전기 과목의 내용과 일치되는 부분이 큰 만큼 해당 과목의 기출문제를 수록하여 문제은행 방식의 시험에 대비할 수 있도록 하였다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5097277/50972776622.20241024071159.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/50972776622"
2025 산업안전산업기사 실기[필답형+작업형]+무료동영상+스마트북,"책 제목 : 2025 산업안전산업기사 실기[필답형+작업형] + 무료동영상 + 스마트북 (파이널 스마트북[필답형+작업형])
저자 : 최윤정
출판사 : 구민사
출판일 : 2025년 01월 20일
ISBN : 9791168754782
설명 : 내용 전부를 정확히 암기하겠다는 욕심을 버리자. 60점만 받아도 합격이다. 우선, 공부계획을 세울 때 6과목 중 비중이 높은 과목에 당연히 더 많은 시간을 투자하여야 한다. 자주 출제되는 단골문제에서 점수를 놓쳐선 안 된다. 공부시간이 많지 않으므로 내용부터 전체를 훑겠다는 생각은 무리다. 반드시 예상문제부터 공부하고, 과목별 내용은 예상문제 풀이를 하다가 정리가 안 되는 부분을 정리하기 위한 정도로 활용하는 것이 좋다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5201385/52013850620.20241219071054.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52013850620"
2025 한권으로 끝내기 청원경찰 청원경찰법,"책 제목 : 2025 한권으로 끝내기 청원경찰 청원경찰법
저자 : 조성훈
출판사 : 서울고시각
출판일 : 2025년 01월 20일
ISBN : 9788952649584
설명 : 이 책의 특징 
1 청원경찰법 관련 법조문(동법 시행령, 시행규칙)의 내용을 철저히 다이제스트하여 제 14절로 세밀하게 구성하였다.
2 청원경찰법 내의 법조문에서 언급된 타법의 경우 이해의 폭을 넓히기 위하여 참고사항으로 BOX화하여 눈에 띄는 체제로 일목요연하게 정리하였다.
3 청원경찰법의 모든 법조문을 철저하게 해석하여 출제가능성이 매우 높은 상당량의 예상문제를 실어, 시험출제위원이 어떠한 형태의 난해한 문제를 출제하더라도 신속하고 정확하게 정답을 선별해낼 수 있도록 하였다.
4 다년간 출제되었던 경비지도사 청원경찰법 관련 문제들을 발췌하여 상세한 해설과 함께 실었다. 이를 풀어봄으로써 출제의 난이도를 스스로 측정하여 시험에 대비하도록 하였다.
5 최근 기출문제를 정답과 함께 공개하고 있는 기상청 기출문제와 경비지도사 시험 중 청원경찰법 기출문제를 상세한 해설과 함께 실었다. 각각 다른 기관의 시험에서 완전히 동일한 문제가 출제되고 있다는 사실을 알 수 있도록 한 것이다.
6 부록에는 청원경찰법 및 관련 최근 개정법령을 원문 그대로 수록하여 본문에서 인용된 법조문을 실제로 확인해 가며 학습할 수 있도록 하였다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5192316/51923164618.20241214071304.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51923164618"
2025 Non-Stop High-Pass 소방설비기사 실기 전기분야,"책 제목 : 2025 소방설비기사 실기 Non-Stop High-Pass 전기분야
저자 : 김상현
출판사 : 동일출판사
출판일 : 2025년 01월 20일
ISBN : 9788938116949
설명 : 산업의 급격한 발전, 일상생활의 풍요함과 안락함을 추구하는 인간 본능에 따라 모든 설비가 첨단화되고 복잡해졌으며 또한 건물도 고층화 및 밀집화가 되었습니다. 이에 본 저자는 다년간의 강의 경험과 수험생들이 최단 시간 내에, 효율적으로 소방설비기사 자격증을 취득할 수 있도록 집필하였습니다.
- 출제경향을 철저히 분석하여 집필한 소방설비기사 Non-Stop-High-Pass 시리즈
- 본문에 굵은 글씨체와 출제년도를 표시하여 중요사항을 정리하였으며, 2013년 이전에 기출된 문제를 출제예상문제로 수록하였습니다.
- 최근 10개년(2015~2024년) 기출문제를 수록하였습니다.
- 과년도 문제에는 출제년도와 출제빈도를 표시하여 수험생 스스로 중요문제를 구별할 수 있도록 하였습니다.
- 최근에 개정된 화재안전기준 및 소방관계법령에 준하여 기 출제된 문제를 수정·보완 하였습니다.
- 해설을 상세하게 수록함으로서 설령 문제가 조금 바뀌어 출제되더라도 수험생들이 충분히 해결할 수 있는 능력을 배양할 수 있도록 하였습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5190720/51907200618.20241214071306.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51907200618"
2025년 위험물기능사 필기 최근7년간 기출문제,"책 제목 : 2025년 위험물기능사 필기 최근7년간 기출문제
저자 : 이덕수, 이정석
출판사 : 책과상상
출판일 : 2025년 01월 20일
ISBN : 9791169672412
설명 : 이 책은 위험물기능사 자격시험을 준비하는 수험생을 위해 집필하였습니다. 필기시험을 간편하고 빠르게 한 권으로 마무리할 수 있도록 핵심적인 내용을 수록하였으며, 한국산업인력공단의 출제기준과 개정된 위험물 안전관리 관계법령을 반영하여 핵심적인 이론 내용을 수험생들이 이해하기 쉽도록 집필하였습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5189672/51896727618.20241214071254.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51896727618"
2025년 위험물기능사 필기+실기,"책 제목 : 2025 위험물기능사 필기 + 실기
저자 : 이덕수, 이정석
출판사 : 책과상상
출판일 : 2025년 01월 20일
ISBN : 9791169672405
설명 : 이 책은 위험물기능사 자격시험을 준비하는 수험생을 위해 다음과 같은 점에 중점을 두고 집필하였습니다.
- 위험물기능사 필기 및 실기시험을 간편하고 빠르게 한 권으로 마스터할 수 있도록 통합 교재로 구성하였습니다.
- 한국산업인력공단의 출제기준과 개정된 위험물안전관리관계법령을 반영하여 핵심적인 이론 내용을 수험생들이 이해하기 쉽도록 집필하였습니다.
- 2020년부터 2024년까지 최근 5년간 시행된 필기 CBT 복원문제와 실기 복원문제를 상세한 해설과 함께 수록함으로써 문제은행 방식의 시험에 효과적으로 대비할 수 있도록 하였습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5189672/51896726623.20241214071257.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51896726623"
202X 자동차보수도장기능사 필기,"책 제목 : 202X 자동차보수도장기능사 필기
저자 : 장영오^이종호
출판사 : 구민사
출판일 : 20250120
ISBN : 9791168754676
설명 : 자동차도장 실무 기술자와 모든 학습자들을 위한 실무와 자격검정을 준비하는 수험생을 중심으로 제작된 학습교재로써 NCS를 기반으로 2023년 한국산업인력공단의 변경된 출제기준 순서에 맞춰 새롭게 개편하여 각 단원별로 요점정리와 문제를 수록하였으며, 각 단원별 문제마다 쉽게 이해할 수 있도록 해설을 수록하였다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5188399/51883999629.20241212071213.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51883999629"
억압의 비밀과 마음의 뇌과학 프로이트의 뇌,"책 제목 : 억압의 비밀과 마음의 뇌과학 프로이트의 뇌
저자 : 김보연
출판사 : 학지사
출판일 : 2025년 01월 20일
ISBN : 9788999732805
설명 : 이 책에서 저자는 ‘억압’의 본질은 학습과 동일한 현상이므로, 현대 마음의 뇌과학으로 설명할 수 있다는 입장을 견지한다. 이 책의 주목적은 프로이트가 오해한 기억 현상을 독자에게 설명하고 흥미로운 마음의 뇌과학을 함께 공부하는 것이며, 저자는 이 책을 통해 억압은 수동적 회피 상태이고 억제는 의식의 조절 활동에서 시작하여 무의식의 습관 행동으로 이어지며 공포, 불안을 ‘예방 회피’할 수 있다는 치료 개념을 제안하고 있다. 또한 명상처럼 우리 생활의 정신건강에 필요하고 도움이 되는 의식 훈련과 밀접한 관계가 있음을 설명하고 있다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5185894/51858949618.20241211091441.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51858949618"
최신판 운전면허시험 제1종 보통면허 합격출제문제,"책 제목 : 최신판 운전면허시험 제1종 보통면허 합격출제문제 (8절)
저자 : 크라운출판사 편집부
출판사 : 크라운출판사
출판일 : 2025-01-20
ISBN : 9788940649169
설명 : 2024년 7월부터 시행되는 최신 출제문제 수록하였고 도로교통공단 새 출제 문제를 완전 수록하였고 간략하고 쉬운 핵심요약과 PC필기시험 조작요령 방법을 수록하였습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5186144/51861442626.20241210201604.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51861442626"
Highlights 똑똑해지는 최고로 어려운 숨은그림찾기 2,"책 제목 : 똑똑해지는 최고로 어려운 숨은그림찾기 2
저자 : 하이라이츠 편집부
출판사 : 아라미
출판일 : 2025년 01월 20일
ISBN : 979-11-88510-82-5
설명 : 창의력 넘치는 다양한 숨은그림찾기와 신기하고 재미있는 두뇌개발 게임들이 총출동했다! 연필 하나로 관찰력과 집중력, 창의력과 사고력도 쑥쑥!
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5186146/51861466621.20241211091451.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51861466621"
작고 예쁜 크로셰 레이스 모티브 100,"책 제목 : 작고 예쁜 크로셰 레이스 모티브 100 (몇 시간 안에 뜨는 작고 예쁜 모티브)
저자 : 일본 보그사
출판사 : 북핀
출판일 : 2025년 01월 20일
ISBN : 9791191443325
설명 : 초보자도 즐길 수 있는 작은 도안이 많은 레이스 모티브 100으로, 초보자도 즐길 수 있는 10~20 레이스 실로 뜨는 지름 5~10cm 내외의 작품이 많이 실려 있습니다. 비교적 짧은 시간에 결과물을 완성할 수 있고, 큰 사이즈의 도일리에 비해 활용 방법도 다양합니다. 또한, 30 레이스 실로 뜨는 섬세하고 아름다운 레이스 모티브, 작은 모티브를 연결하여 뜨는 연결 모티브, 타원형의 세련된 모티브, 미니 모티브를 겹쳐 올린 장식용 모티브 등 다양한 크기와 모양의 도안들이 수록되어 있고, 실, 도구 소개부터 기호 도안, 마무리 방법까지 뜨개의 기초에 해당하는 내용도 빠짐없이 제공하고 있습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5184482/51844823623.20241210081924.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51844823623"
사회복지실천기술론,"책 제목 : 사회복지실천기술론
저자 : 이경희, 이경준, 이규은, 유비
출판사 : 동문사
출판일 : 20240830
ISBN : 9791163286134
설명 : 다양한 영역에서 다양한 접근방법으로 욕구 및 문제에 대처해 나가야 하는 사회복지실천현장에서 보다 현실적인 전문성을 갖추기 위해 사회복지실천대상에 따른 개인, 가족, 집단, 지역사회의 특성을 이해하고 이에 대한 개입과정과 기술을 습득할 수 있도록 초점을 둔 교재입니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5004568/50045689620.20240831091028.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/50045689620"
2025 대기환경산업기사 실기+무료동영상,"책 제목 : 2025 대기환경산업기사 실기+무료동영상 (체계적 핵심요약 실기+최근 기출문제 17개년 수록)
저자 : 전화택
출판사 : 구민사
출판일 : 2025년 01월 20일
ISBN : 979-11-6875-462-1
설명 : 대기환경산업기사 실기 수험서의 구성은 이론편과 최근기출문제편으로 구성되어 있다. 이론편에는 시험에서 출제되는 가장 핵심과목인 대기오염개론, 대기오염방지기술, 연소공학은 물론이고 대기오염공정시험기준과 대기관계법규 과목까지 수록하여 출제기준에 알맞게 전 과목의 이론내용을 체계적으로 수립하여 실전문제에 대비할 수 있도록 하였다. 각 과목마다 시험에서 출제되는 핵심내용만을 정리하여 수록하였으며, 이해력을 높이고 실전문제에 대비하기 위해서 중요한 공식과 이론내용에는 출제가 예상되는 계산문제 및 이론문제를 예제문제로 수록하였다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5184481/51844812626.20241211071220.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51844812626"
2025 대기환경기사 실기+무료동영상,"책 제목 : 2025 대기환경기사 실기+무료동영상 (체계적 핵심요약 실기+최근 기출문제 17개년 수록)
저자 : 전화택
출판사 : 구민사
출판일 : 2025년 01월 20일
ISBN : 979-11-6875-461-4
설명 : 대기환경기사 실기 수험서의 구성은 이론편과 최근기출문제편으로 구성되어 있습니다. 이론편에는 시험에서 출제되는 가장 핵심과목인 대기오염개론, 대기오염방지기술, 연소공학은 물론이고 대기오염공정시험기준과 대기관계법규 과목까지 수록하여 출제기준에 알맞게 전 과목의 이론내용을 체계적으로 수립하여 실전문제에 대비할 수 있도록 하였습니다. 최근 기출문제편에는 2008년부터 최근까지 검정한 문제를 복원하여 과년도 기출문제를 수록하였습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5184483/51844830626.20241211071230.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51844830626"
2025 하이패스 건축(산업)기사 실기 이론서,"책 제목 : 2025 하이패스 건축(산업)기사 실기 이론서+핵심요약집
저자 : 안남식
출판사 : 서울고시각
출판일 : 2025년 01월 20일
ISBN : 9788952649539
설명 : 수험생들이 효율적으로 학습하는 것을 최우선으로 하여 각 과목별로 최소한의 노력으로 최대한의 효과를 얻을 수 있도록 기출문제의 분석을 철저히 진행하였다. 각 단원별 문제에 대한 정답 해설을 꼭 필요한 부분만 설명하여 수험생들의 학습량을 최소화하는 데 중점을 두었다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5180042/51800424621.20241208071310.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51800424621"
2025 EASY TECH 환경직 환경공학(개론),"책 제목 : 2025 It’s easy 환경직 환경공학(개론) (환경직 공무원)
저자 : 이철한
출판사 : 서울고시각
출판일 : 2025년 01월 20일
ISBN : 9788952649560
설명 : 환경직 공무원의 시험과목 중 환경공학개론이 가장 중요한 과목이며, 환경공학개론은 대기, 수질, 폐기물, 소음진동, 토양, 지하수 해양 등으로 구성되어 있으며, 본 수험서는 각 분야별로 출제경향을 파악하여 이론과 적중예상문제, 실전모의고사, 최근 기출문제를 수록하여 수험생 여러분의 목적을 달성할 수 있도록 구성하였습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5180043/51800430619.20241212071137.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51800430619"
2025 조경기능사 필기 최근기출문제,"책 제목 : 2025 조경기능사 필기 최근기출문제
저자 : 김규만
출판사 : 책과상상
출판일 : 2025년 01월 20일
ISBN : 9791169672368
설명 : 이 책은 조경기능사 자격을 취득하고자 하는 수험생들을 위해 집필되었으며, 한국산업인력공단의 개정된 출제기준과 최근의 기출문제 유형을 철저히 분석하여 핵심적인 이론만을 간추려 수록하였고, 다양한 삽화와 일러스트를 추가하여 수험생들의 이해를 돕는다. 또한, 한국산업인력공단이 주관하여 시행한 최근 10년간의 기출문제 및 CBT 시험 복원문제를 수록함으로써 문제은행 방식의 자격시험에 효과적으로 대비할 수 있도록 하였다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5178158/51781584626.20241207071002.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51781584626"
2025 조경기능사 필기,"책 제목 : 2025 조경기능사 필기 (NCS 기반 출제기준에 따른 2025 New Edition)
저자 : 김규만
출판사 : 책과상상
출판일 : 2025-01-20
ISBN : 9791169672351
설명 : 조경기능사 자격을 취득하고자 하는 수험생들을 위한 책으로, 한국산업인력공단의 출제기준과 출제유형을 분석하여 핵심적인 내용을 수록하였고, 풍부한 삽화와 일러스트를 추가하였으며, 과목별 출제예상문제를 통해 실제시험에 대한 적응력을 향상 시킬 수 있도록 하였다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5177571/51775713622.20241207071025.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51775713622"
202X 주조기능장 필기+실기 ,"책 제목 : 202X 금속재료기능장 필기+실기
저자 : 조수연^이동철
출판사 : 구민사
출판일 : 2025년 01월 20일
ISBN : 9791168754829
설명 : 금속재료는 기계, 항공기, 자동차, 건축, 전기전자 등 모든 산업분야의 기초가 되는 중요한 분야로서 금속재료의 기술이 산업기술을 발전시키는 데 큰 역할을 하여 왔다. 특히 산업기술의 발전에 따라 새로운 특성 및 경제성이 있는 금속재료기술의 개발로 그 이용 범위가 다양하게 확대되고 있다. 이 책은 국가기술자격검정을 준비 중인 수험생들에게 필요한 준비서로 널리 활용할 수 있도록 금속재료기능장의 출제기준을 기초로 하여 이론과 실기를 구분하여 편집하였다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5225497/52254979621.20250104071325.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52254979621"
2025 폐기물처리산업기사 실기+무료동영상,"책 제목 : 2025 폐기물처리산업기사 실기+무료동영상 (최신 개정 법규 문제 수록+기출복원문제 14개년 수록)
저자 : 전화택
출판사 : 구민사
출판일 : 2025년 01월 20일
ISBN : 9791168754638
설명 : 폐기물처리산업기사 실기 수험서의 구성은 이론편과 기출복원문제편으로 구성되어 있습니다.
이론편에는 시험에서 출제되는 가장 핵심과목인 폐기물개론, 폐기물처리기술, 폐기물 소각 및 열회수 과목은 물론이고 폐기물공정시험기준과 폐기물관계법규 과목까지 수록하여 출제기준에 알맞게 전 과목의 이론 내용을 체계적으로 수립하여 실전문제에 대비할 수 있도록 하였습니다.
각 과목마다 시험에서 출제되는 핵심 내용만을 정리하여 수록하였으며, 이해력을 높이고 실전문제에 대비할 수 있도록 실전연습문제를 수록하였습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5178158/51781582634.20241207071006.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51781582634"
2025 진흥회 한자자격시험 2급 한 권으로 끝내기,"책 제목 : 2025 진흥회 한자자격시험 2급 한 권으로 끝내기
저자 : 박원길^박정서
출판사 : 시대에듀
출판일 : 20250120
ISBN : 9791138382694
설명 : 교육부 현상 공모 당선! 박원길 저자의 읽기만 해도 저절로 외워지는 ‘한자 3박자 연상 학습법’으로 진흥회 한자자격시험 2급에 빠르고 쉽게 합격할 수 있도록 구성한 도서입니다. 2급 선정한자 2,300자를 전부 수록하였고, 생생한 어원으로 풀이된 한자를 재미있게 익힐 수 있고 함께 수록된 급수, 획수, 부수, 활용 어휘까지 꼼꼼하게 학습 가능합니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5176394/51763945629.20241207071015.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51763945629"
불안을 다루는 인지행동치료 및 마음챙김 워크북,"책 제목 : 불안을 다루는 인지행동치료 및 마음챙김 워크북
저자 : 스테판 호프만^Beck, Judith S.
출판사 : 학지사
출판일 : 2025년 01월 20일
ISBN : 9788999732744
설명 : 이 책은 불안장애를 효과적으로 치료할 수 있는 인지행동치료 기법들을 체계적으로 소개하고 있습니다. 불안의 악순환에 기여하는 인지적, 행동적, 신체적 요소를 다루는 각각의 개입을 소개함으로써 개인이 경험하는 다양한 양상의 불안에 모두 적용할 수 있도록 구성되어 있습니다. 또한 장별 접근법을 사용하고 있어 개개인의 상황에 맞춤화된 치료를 실시할 수 있습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5168815/51688158620.20241219071101.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51688158620"
2025 초단기 용접기능장 필기,"책 제목 : 2025 초단기 용접기능장 필기
저자 : 나중식^박경수
출판사 : 책과상상
출판일 : 2025년 01월 20일
ISBN : 9791169672139
설명 : 본 수험서는 한국산업인력공단이 주관 및 시행하고 있는 용접기능장 자격시험에 쉽고 빠르게 대비할 수 있도록 구성하였습니다. 이에 저자는 교단과 현장에서의 경험을 토대로 가스기능장 자격을 취득하고자 하는 수험생 독자들과 현재 이 분야에 종사하는 분들에게 실제 업무를 이해하고, 충분히 활용할 수 있도록 다음과 같은 내용으로 책을 집필하였습니다.

- 한국산업인력공단의 출제기준에 따라 핵심적인 이론 내용을 충실하게 수록하였습니다.
- 풍부한 삽화와 일러스트를 추가하여 본문 내용을 쉽게 이해할 수 있도록 하였습니다.
- 과목별 출제 예상문제와 해설을 통해 실제 시험에 대한 적응력을 향상시키고 유사한 출제문제에도 효과적으로 대응할 수 있도록 하였습니다.
- CBT 변경 이전 한국산업인력공단이 주관하여 시행한 8년간의 용접기능장 기출문제를 상세한 해설과 함께 담고 있어 문제은행 방식으로 치러지는 자격시험을 철저하게 준비할 수 있도록 하였습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5173852/51738522625.20241205071546.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51738522625"
2025 초단기 가스기능장 필기,"책 제목 : 2025 초단기 가스기능장 필기
저자 : 노진식
출판사 : 책과상상
출판일 : 2025년 01월 20일
ISBN : 9791169672122
설명 : 본 수험서는 한국산업인력공단이 주관 및 시행하고 있는 가스기능장 자격시험에 쉽고 빠르게 대비할 수 있도록 구성하였습니다. 이에 저자는 교단과 현장에서의 경험을 토대로 가스기능장 자격을 취득하고자 하는 수험생 독자들과 현재 이 분야에 종사하는 분들에게 실제 업무를 이해하고, 충분히 활용할 수 있도록 다음과 같은 내용으로 책을 집필하였습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5173853/51738537620.20241205071300.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51738537620"
202X 자동차정비기능장 필기,"책 제목 : 202X 자동차정비기능장 필기
저자 : 김형진^김승수
출판사 : 구민사
출판일 : 2025년 01월 20일
ISBN : 979-11-6875-455-3
설명 : 공부! 듣기만 해도 고개가 저절로 돌아가게 만드는 단어이다. “어떻게 하면 빠르게 핵심만 공부할까” 이 책을 접한 독자는 최소한 12년 이상 공부에 혼을 쏟았을 거라 믿는다는 내용을 담고 있습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5176395/51763953619.20241206071123.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51763953619"
2025 전산응용건축제도기능사 필기+무료동영상[DIY-수험서],"책 제목 : 2025 DIY 전산응용건축제도기능사 필기 + 무료동영상 (2024년 CBT 시행문제 수록!)
저자 : 정한철, 김경태
출판사 : 구민사
출판일 : 2025년 01월 20일
ISBN : 979-11-6875-460-7
설명 : 이미 출간된 ‘전산응용건축제도기능사(필기)’에 이어 보다 짧은 기간에 핵심요약 및 핵심문제만으로 자격시험에 합격하고자 하는 수험생 여러분의 요구를 수렴하여 [DIY 전산응용건축제도기능사 필기]교재를 출간하게 되었습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5173907/51739077625.20241205071207.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51739077625"
2025 전산응용건축제도기능사 필기+무료동영상,"책 제목 : 2025 전산응용건축제도기능사 필기 + 무료동영상 (최신 CBT 기출복원문제)
저자 : 정한철^김경태
출판사 : 구민사
출판일 : 20250120
ISBN : 9791168754591
설명 : 본 교재의 특징은 다음과 같습니다. 
- 전과목 무료인강 
전과목 이론을 고화질 전자칠판으로 강의를 촬영하여 독자들이 시청각을 통하여 학습을 보다 쉽게 하였습니다. 
- 집필진의 노하우 
강단 경력 20년 이상의 강사진이 직접 가르쳐 오던 내용을 집필하여 단기간에 합격할 수 있도록 구성하였습니다. 
- 피드백을 통한 복습 
각각의 단원 마지막에 문제를 수록하여 꼭 짚고 넘어가야 할 내용과 부분 등을 다시 한 번 복습할 수 있게 구성하여, 수험생 여러분들이 정확한 기본개념과 원리 등을 쉽게 이해하고 습득할 수 있도록 정리하였습니다. 
- 용어의 이해를 위한 그림 첨부 
용어와 내용만으로는 이해하기 어려운 내용을 그림과 표 및 사진 등으로 분류하여, 더 쉽게 다가갈 수 있도록하였습니다. 
- 출제경향의 파악 
최근 과년도 문제를 수록하여 실제 이론시험에 대한 대비를 할 수 있도록 하였고, 문제에 관한 해설 및 삽화를 통하여 그 중요도를 알 수 있도록 하였습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5173908/51739080627.20241212071151.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51739080627"
행정윤리론,"책 제목 : 행정윤리론 (제3판)
저자 : 전주상^배재영^임재진^채원호^이종수
출판사 : 대영문화사
출판일 : 2025-01-20
ISBN : 9788976449658
설명 : 전주상의 『행정윤리론』은 〈부패〉, 〈이해 충돌과 행정 윤리〉, 〈공직자의 내부고발과 행정 윤리〉 등에 대한 기초적이고 전반적인 내용이 수록된 책입니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5171999/51719999620.20241202130754.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51719999620"
운전면허시험 제2종 보통면허 합격출제문제,"책 제목 : 운전면허시험 제2종 보통면허 합격출제문제
저자 : 도로교통공단
출판사 : 크라운출판사
출판일 : 2025-01-20
ISBN : 9788940649282
설명 : 2024년부터 시행되는 최신 새 출제문제 수록하였고 도로교통공단 새 출제 문제를 완전 수록하였고 간략하고 쉬운 핵심요약과 PC필기시험 조작요령 방법을 수록하였습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5172119/51721198620.20241202165128.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/51721198620"
